parents,has_nurs,form,children,housing,finance,social,health,class
great_pret,less_proper,incomplete,2_c,critical,convenient,slightly_prob,recommended,priority
usual,improper,complete,2_c,critical,inconv,slightly_prob,priority,priority
pretentious,proper,completed,more_c,less_conv,convenient,nonprob,priority,priority
usual,critical,complete,1_c,convenient,convenient,slightly_prob,recommended,priority
great_pret,less_proper,foster,1_c,convenient,convenient,problematic,priority,priority
usual,proper,completed,1_c,critical,convenient,problematic,recommended,priority
usual,improper,completed,more_c,critical,inconv,slightly_prob,priority,priority
usual,less_proper,incomplete,1_c,critical,convenient,slightly_prob,priority,priority
usual,improper,foster,1_c,critical,inconv,problematic,recommended,priority
usual,less_proper,foster,1_c,less_conv,convenient,nonprob,recommended,priority
pretentious,improper,incomplete,1_c,critical,convenient,slightly_prob,recommended,priority
pretentious,proper,foster,more_c,convenient,convenient,nonprob,priority,priority
usual,proper,completed,1_c,convenient,inconv,problematic,priority,priority
usual,proper,foster,more_c,convenient,convenient,nonprob,priority,priority
usual,improper,incomplete,1_c,less_conv,inconv,slightly_prob,priority,priority
usual,proper,complete,3_c,convenient,inconv,slightly_prob,recommended,priority
usual,critical,foster,3_c,convenient,convenient,nonprob,recommended,priority
pretentious,improper,completed,2_c,convenient,convenient,slightly_prob,priority,priority
pretentious,proper,completed,2_c,critical,convenient,nonprob,priority,priority
pretentious,proper,incomplete,more_c,convenient,inconv,problematic,recommended,priority
usual,proper,completed,more_c,convenient,inconv,problematic,recommended,priority
pretentious,proper,foster,more_c,less_conv,convenient,slightly_prob,priority,priority
great_pret,improper,foster,more_c,convenient,convenient,slightly_prob,recommended,priority
great_pret,improper,incomplete,1_c,convenient,inconv,nonprob,recommended,priority
great_pret,proper,completed,2_c,critical,convenient,nonprob,recommended,priority
usual,very_crit,incomplete,1_c,less_conv,convenient,nonprob,recommended,priority
usual,improper,foster,more_c,convenient,inconv,slightly_prob,recommended,priority
pretentious,proper,foster,1_c,critical,convenient,nonprob,priority,priority
pretentious,improper,complete,2_c,less_conv,convenient,slightly_prob,priority,priority
usual,improper,completed,more_c,critical,convenient,slightly_prob,priority,priority
usual,critical,complete,2_c,convenient,convenient,nonprob,recommended,priority
great_pret,improper,complete,more_c,convenient,convenient,slightly_prob,recommended,priority
pretentious,improper,completed,2_c,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,completed,2_c,critical,convenient,problematic,priority,priority
usual,proper,completed,3_c,less_conv,convenient,slightly_prob,recommended,priority
usual,improper,completed,2_c,critical,convenient,problematic,priority,priority
usual,improper,incomplete,more_c,critical,convenient,problematic,priority,priority
usual,critical,completed,more_c,convenient,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,more_c,convenient,convenient,problematic,priority,priority
usual,proper,incomplete,1_c,critical,inconv,problematic,recommended,priority
pretentious,proper,foster,more_c,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,incomplete,3_c,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,complete,more_c,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,complete,more_c,critical,inconv,slightly_prob,priority,priority
pretentious,improper,complete,more_c,less_conv,convenient,nonprob,recommended,priority
usual,improper,completed,more_c,critical,inconv,problematic,priority,priority
great_pret,less_proper,complete,2_c,convenient,convenient,nonprob,priority,priority
usual,less_proper,foster,2_c,less_conv,inconv,nonprob,recommended,priority
pretentious,improper,complete,1_c,less_conv,convenient,problematic,priority,priority
usual,critical,foster,3_c,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,3_c,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,1_c,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,1_c,convenient,convenient,problematic,priority,priority
usual,less_proper,incomplete,2_c,less_conv,convenient,slightly_prob,priority,priority
pretentious,proper,foster,more_c,critical,inconv,slightly_prob,priority,priority
usual,less_proper,foster,more_c,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,foster,2_c,convenient,convenient,problematic,recommended,priority
pretentious,improper,completed,more_c,less_conv,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,1_c,convenient,inconv,nonprob,priority,priority
pretentious,proper,incomplete,1_c,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,complete,1_c,less_conv,convenient,nonprob,priority,priority
usual,less_proper,complete,1_c,convenient,inconv,slightly_prob,priority,priority
usual,improper,foster,more_c,critical,convenient,problematic,priority,priority
usual,very_crit,foster,more_c,convenient,convenient,nonprob,recommended,priority
great_pret,less_proper,foster,more_c,critical,inconv,slightly_prob,recommended,priority
great_pret,less_proper,foster,more_c,less_conv,inconv,nonprob,recommended,priority
great_pret,less_proper,incomplete,3_c,convenient,convenient,slightly_prob,priority,priority
usual,improper,completed,1_c,critical,convenient,problematic,priority,priority
usual,critical,complete,2_c,convenient,convenient,slightly_prob,priority,priority
great_pret,less_proper,complete,2_c,convenient,inconv,problematic,recommended,priority
pretentious,improper,completed,1_c,convenient,inconv,problematic,recommended,priority
great_pret,critical,complete,1_c,critical,inconv,slightly_prob,recommended,priority
usual,proper,completed,2_c,convenient,inconv,slightly_prob,priority,priority
usual,proper,foster,3_c,convenient,inconv,problematic,recommended,priority
usual,improper,completed,1_c,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,complete,more_c,convenient,convenient,problematic,recommended,priority
great_pret,less_proper,complete,2_c,less_conv,convenient,problematic,priority,priority
pretentious,proper,completed,more_c,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,foster,more_c,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,foster,3_c,less_conv,convenient,nonprob,priority,priority
usual,proper,incomplete,1_c,less_conv,inconv,slightly_prob,priority,priority
usual,improper,foster,3_c,critical,convenient,nonprob,priority,priority
great_pret,proper,completed,3_c,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,foster,3_c,critical,inconv,slightly_prob,priority,priority
pretentious,improper,completed,2_c,convenient,convenient,problematic,priority,priority
great_pret,improper,complete,1_c,convenient,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,2_c,critical,inconv,problematic,priority,priority
pretentious,less_proper,completed,more_c,critical,inconv,problematic,recommended,priority
great_pret,proper,foster,3_c,less_conv,convenient,nonprob,recommended,priority
usual,proper,foster,more_c,critical,inconv,problematic,priority,priority
usual,proper,complete,more_c,less_conv,convenient,problematic,priority,priority
pretentious,very_crit,completed,1_c,convenient,convenient,slightly_prob,recommended,priority
usual,improper,incomplete,3_c,critical,inconv,slightly_prob,recommended,priority
pretentious,proper,incomplete,2_c,convenient,inconv,slightly_prob,priority,priority
great_pret,proper,incomplete,2_c,convenient,convenient,nonprob,recommended,priority
great_pret,proper,foster,2_c,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,1_c,convenient,convenient,nonprob,priority,priority
great_pret,proper,incomplete,3_c,critical,convenient,slightly_prob,recommended,priority
pretentious,proper,foster,3_c,less_conv,inconv,nonprob,priority,priority
usual,critical,complete,3_c,critical,inconv,nonprob,recommended,priority
great_pret,proper,complete,1_c,convenient,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,3_c,less_conv,inconv,problematic,recommended,priority
pretentious,improper,foster,more_c,convenient,convenient,nonprob,recommended,priority
great_pret,proper,foster,3_c,critical,convenient,slightly_prob,recommended,priority
pretentious,improper,foster,more_c,less_conv,inconv,nonprob,recommended,priority
great_pret,critical,complete,2_c,convenient,convenient,nonprob,recommended,priority
usual,critical,foster,3_c,convenient,inconv,slightly_prob,recommended,priority
pretentious,proper,completed,2_c,less_conv,inconv,nonprob,priority,priority
great_pret,less_proper,completed,3_c,convenient,convenient,nonprob,priority,priority
pretentious,improper,foster,2_c,convenient,convenient,nonprob,recommended,priority
usual,critical,complete,1_c,less_conv,inconv,slightly_prob,priority,priority
pretentious,proper,foster,1_c,less_conv,inconv,slightly_prob,recommended,priority
pretentious,proper,incomplete,2_c,critical,convenient,slightly_prob,recommended,priority
usual,proper,foster,2_c,less_conv,convenient,problematic,recommended,priority
usual,improper,incomplete,2_c,less_conv,convenient,nonprob,recommended,priority
pretentious,proper,completed,more_c,critical,convenient,nonprob,recommended,priority
great_pret,less_proper,completed,more_c,convenient,convenient,nonprob,recommended,priority
pretentious,proper,completed,1_c,critical,convenient,slightly_prob,recommended,priority
pretentious,proper,completed,1_c,convenient,convenient,problematic,recommended,priority
usual,improper,incomplete,2_c,less_conv,inconv,slightly_prob,priority,priority
pretentious,proper,complete,2_c,less_conv,convenient,nonprob,priority,priority
great_pret,proper,complete,2_c,critical,inconv,nonprob,recommended,priority
usual,proper,complete,more_c,convenient,convenient,problematic,recommended,priority
pretentious,proper,foster,2_c,critical,convenient,nonprob,priority,priority
usual,less_proper,completed,3_c,less_conv,convenient,slightly_prob,priority,priority
usual,critical,completed,2_c,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,complete,1_c,convenient,convenient,nonprob,priority,priority
usual,less_proper,foster,3_c,less_conv,inconv,nonprob,recommended,priority
usual,very_crit,incomplete,3_c,convenient,convenient,slightly_prob,recommended,priority
usual,proper,incomplete,1_c,critical,convenient,slightly_prob,recommended,priority
usual,proper,completed,more_c,convenient,inconv,problematic,priority,priority
pretentious,proper,foster,2_c,convenient,inconv,nonprob,priority,priority
great_pret,less_proper,foster,more_c,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,completed,2_c,convenient,inconv,slightly_prob,priority,priority
great_pret,less_proper,completed,1_c,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,complete,2_c,critical,inconv,problematic,priority,priority
pretentious,proper,complete,2_c,convenient,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,1_c,convenient,inconv,nonprob,priority,priority
usual,improper,complete,1_c,convenient,convenient,problematic,priority,priority
pretentious,proper,foster,2_c,convenient,convenient,slightly_prob,priority,priority
great_pret,less_proper,completed,more_c,convenient,convenient,nonprob,priority,priority
usual,improper,completed,more_c,critical,inconv,problematic,recommended,priority
usual,proper,complete,1_c,less_conv,convenient,nonprob,priority,priority
usual,proper,completed,more_c,critical,convenient,nonprob,recommended,priority
great_pret,less_proper,completed,3_c,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,foster,2_c,less_conv,convenient,slightly_prob,recommended,priority
usual,critical,foster,2_c,convenient,convenient,problematic,priority,priority
great_pret,less_proper,completed,1_c,less_conv,inconv,problematic,priority,priority
pretentious,improper,completed,more_c,convenient,convenient,problematic,recommended,priority
usual,proper,complete,2_c,critical,inconv,nonprob,recommended,priority
great_pret,less_proper,incomplete,1_c,convenient,convenient,nonprob,priority,priority
great_pret,improper,incomplete,more_c,convenient,convenient,nonprob,recommended,priority
great_pret,less_proper,completed,3_c,convenient,inconv,nonprob,recommended,priority
usual,improper,complete,more_c,less_conv,convenient,slightly_prob,priority,priority
usual,improper,foster,more_c,convenient,inconv,nonprob,recommended,priority
pretentious,critical,completed,2_c,less_conv,inconv,slightly_prob,recommended,priority
pretentious,proper,completed,2_c,critical,convenient,problematic,recommended,priority
pretentious,proper,incomplete,2_c,less_conv,convenient,nonprob,priority,priority
usual,critical,completed,1_c,critical,inconv,slightly_prob,recommended,priority
usual,critical,completed,more_c,critical,convenient,nonprob,recommended,priority
great_pret,very_crit,complete,2_c,convenient,convenient,slightly_prob,recommended,priority
pretentious,proper,complete,2_c,convenient,inconv,problematic,recommended,priority
usual,proper,foster,3_c,critical,convenient,problematic,priority,priority
pretentious,proper,complete,2_c,critical,convenient,problematic,recommended,priority
pretentious,less_proper,complete,more_c,less_conv,convenient,slightly_prob,recommended,priority
great_pret,proper,completed,more_c,convenient,convenient,nonprob,recommended,priority
usual,proper,complete,3_c,critical,convenient,nonprob,priority,priority
pretentious,proper,foster,3_c,critical,convenient,slightly_prob,recommended,priority
great_pret,proper,foster,2_c,convenient,convenient,nonprob,recommended,priority
usual,improper,foster,2_c,less_conv,convenient,nonprob,priority,priority
usual,improper,completed,more_c,less_conv,inconv,nonprob,recommended,priority
pretentious,improper,incomplete,2_c,less_conv,convenient,nonprob,recommended,priority
great_pret,less_proper,completed,3_c,convenient,convenient,nonprob,recommended,priority
usual,critical,foster,more_c,convenient,convenient,problematic,recommended,priority
great_pret,proper,completed,1_c,less_conv,inconv,nonprob,priority,priority
pretentious,proper,incomplete,3_c,critical,inconv,problematic,recommended,priority
usual,proper,incomplete,2_c,critical,convenient,slightly_prob,recommended,priority
great_pret,improper,complete,1_c,convenient,convenient,nonprob,recommended,priority
pretentious,proper,completed,3_c,less_conv,convenient,problematic,recommended,priority
usual,improper,foster,3_c,less_conv,convenient,problematic,priority,priority
pretentious,improper,complete,2_c,less_conv,convenient,slightly_prob,recommended,priority
